,Package_Id,Package Title,serial path(no airport),path_only_attraction,len,nature,outdoor,fatigue,sea,walking,exciting,day,culture,cluster
2065,ffa56c094b49d88b,가족여행,"늘봄 흑돼지,용담해안도로,함덕 서우봉 해변,와흘리 전원마을,와흘리 전원마을,낭뜰에쉼팡,선녀와 나무꾼 테마공원,만장굴,세화해수욕장,CAFE 공작소","용담/용두암해안도로,선녀와나무꾼,만장굴,협재해수욕장",4,1.75,2.0,1.25,1.75,1.75,1.0,2.75,0.75,10
2066,a07bdb4201855817,2박 3일 제주도,"순옥이네명가,제주지우하우스,절물 자연 휴양림,남원 큰엉 해안경승지,돈사촌 외도점,제주지우하우스,제주지우하우스,쇠소깍,정방폭포,서귀포 매일 올레 시장,이중섭 거리,외돌개,군산오름,용머리 해안,산고등어벙커,제주지우하우스,제주지우하우스,가파도,홍성방,곽지해수욕장,한담해변 산책로,리치망고 애월본점,애월 해안도로","제주절물자연휴양림,남원큰엉해변,쇠소깍,정방폭포,이중섭거리,외돌개,군산,용머리해안,가파도,곽지해수욕장,애월한담해안산책로,애월해안도로",12,2.333333333333333,2.9166666666666665,1.5833333333333333,1.5,2.4166666666666665,0.75,2.9166666666666665,0.3333333333333333,8
2067,dcf990ed6f5008fb,5박6일 셀프웨딩스냅 제주여행,"예인촌,히든 클리프 호텔,쉬림프봉봉,히든 클리프 호텔,히든 클리프 호텔,산방산초가집,노리매공원,나나드레스,커플 게스트하우스 & 카페,안양돈까스 제주점,봄날,커플 게스트하우스 & 카페,커플 게스트하우스 & 카페,나나드레스,뮤토 메이크업,안돌오름,남원 큰엉 해안경승지,신영영화박물관,위미리 동백나무군락지,리시온 관광호텔,리시온 관광호텔,섭지코지,표선해안도로,바다풍경,성산일출봉,에일린 게스트하우스,부엌in세화,에일린 게스트하우스,에일린 게스트하우스,김녕해안길,김녕성세기해변,월정리해변,월정리갈비밥,봉쉡망고,백약이오름,비자림,동문시장,동문올레수산,에일린 게스트하우스,에일린 게스트하우스","산방산,노리매공원,안돌오름,남원큰엉해변,위미리동백나무군락,섭지코지,표선세화해안도로,성산일출봉,김녕해안도로,김녕성세기해변,월정리해변,백약이오름,비자림",13,2.4615384615384617,3.0,2.0,1.1538461538461535,2.6923076923076925,0.4615384615384615,2.923076923076923,0.3076923076923077,7
2068,20d4e6d8064258a8,준준 브라더스와 함께하는 제주도 백패킹^^,"아점 해결,올레길 16코스,리치망고 애월본점,고내포구,올레길 15코스","제주올레16코스,고내리포구,제주올레1코스",3,3.0,3.0,1.0,2.333333333333333,2.6666666666666665,0.0,3.0,0.6666666666666666,8
2069,fbe2dcd672486a1c,제주도 여행,"제주 민속5일장,넥슨 컴퓨터 박물관,숙이네 보리빵,하우스 레서피 당근 케이크,점보 빌리지,산방산초가집,이마트 서귀포점,제주펜션 향림원,포시즌 펜션,파인빌펜션,옥돔식당,제주 해적 잠수함,은희네해장국,비엘 바이크 파크 박물관","제주민속촌,넥슨컴퓨터박물관,점보빌리지,산방산,제주잠수함",5,0.4,1.0,0.8,1.2,0.8,1.4,2.8,1.2,2
2070,23858d1519a0fa63,2박3일 친구랑 제주,"성산일출봉,에코랜드 테마파크,카멜리아 힐,갯깍주상절리대,테디베어뮤지엄 제주,산방산 탄산온천,오설록 티 뮤지엄,리치망고 애월본점,이호테우해변","성산일출봉,에코랜드테마파크,카멜리아힐,주상절리대,테디베어뮤지엄제주,산방산탄산온천,오설록티뮤지엄,이호테우해수욕장",8,2.0,2.0,1.125,1.375,1.625,0.75,2.25,0.5,1
2071,b568d2408c24b847,제주,"동문시장,위미리 동백나무군락지,이중섭 미술관,서귀포 매일 올레 시장,호텔 빠레브,운정이네,제주 유리의 성,쇠소깍,사려니숲길,오조 해녀의 집,우도,우도왕자 이야기 3호점,마돈,롯데호텔 제주,롯데호텔 제주,오설록 티 뮤지엄,환상숲 곶자왈공원,꺼멍,곽지해수욕장,애월초등학교 더럭분교장,동문시장 월척수산","위미리동백나무군락,이중섭미술관,제주유리의성,쇠소깍,사려니숲길,우도,오설록티뮤지엄,환상숲곶자왈공원,곽지해수욕장",9,1.7777777777777777,2.0,1.3333333333333333,1.1111111111111112,2.0,1.3333333333333333,2.333333333333333,0.7777777777777778,10
2072,32b92d9e74d00883,제주,"낭뜰에쉼팡,에코랜드 테마파크,섭지코지,아스테리펜션,성산바다,아스테리펜션,섭지 해녀의 집,아쿠아플라넷 제주,삼다해물뚝배기,쇠소깍,대포 해안 주상절리대,춘미향,제이라움,제이라움,영풍해장국전문점,송악산,용림식당,산방산,신창 풍차 해안,고산해안도로,꽃머채,화남가든,꽃머채,참솔,제주 승마공원","에코랜드테마파크,섭지코지,아쿠아플라넷제주,쇠소깍,주상절리대,송악산,산방산,신창풍차해안도로,고산일과해안도로,제주승마공원",10,2.1,2.7,1.7,1.1,1.9,1.0,2.7,0.3,6
2073,61a86f2c56fe786a,제주도2박3일,"애월 해안도로,흑돼지가 있는 풍경,서귀포 매일 올레 시장,네거리식당,JJ하우스,JJ하우스,중문 해녀의 집,대포 해안 주상절리대,천제연 폭포,테디베어뮤지엄 제주,갯깍주상절리대,착한전복,산방산,오설록 티 뮤지엄,한림공원,협재해수욕장,꽃밥,놀맨,요리하는 목수,중문 관광 단지,서귀포 매일 올레 시장,우정횟집,우정회센타,JJ하우스,JJ하우스,청진동 뚝배기,섭지코지,지니어스 로사이,자매국수","애월해안도로,주상절리대,천제연폭포,테디베어뮤지엄제주,주상절리대,산방산,오설록티뮤지엄,한림공원,협재해수욕장,중문관광단지,섭지코지",11,2.1818181818181817,2.363636363636364,1.4545454545454546,1.3636363636363635,1.6363636363636365,0.7272727272727273,2.1818181818181817,0.4545454545454545,1
2074,d11b969fea47f8c6,버스여행,"우도,이중섭 거리,오설록 티 뮤지엄,비자림,곽지해수욕장","우도,이중섭거리,오설록티뮤지엄,비자림,곽지해수욕장",5,1.8,2.4,1.8,1.4,2.4,0.8,2.6,0.4,3
2075,80487db73733eb0f,제주도 푸른밤,"삼대국수회관,산방산온천 게스트하우스,산방산온천 게스트하우스,서귀포 매일 올레 시장,따라비오름,우도,성산일출봉,생돈우리,제주약국,투다리,아로마 돔 나이트,닭발,제주 W 호텔,촐래정식,달비치 카페 & 빌라,월정리해변,김녕성세기해변","따라비오름,우도,성산일출봉,제주카약,월정리해변,김녕성세기해변",6,2.6666666666666665,3.0,2.333333333333333,1.6666666666666667,2.5,1.0,3.0,0.3333333333333333,8
2076,db348bdddae67ad1,승희랑 3박4일 제주도,"우리집,올래국수,애월초등학교 더럭분교장,협재 수우동,평강게스트하우스,협재해수욕장,금능으뜸원해변,평강게스트하우스,평강게스트하우스,카멜리아 힐,대포 해안 주상절리대,황우지 해안 열두굴,미도호스텔,돈내코유원지,정방폭포,미도호스텔,미도호스텔","협재해수욕장,카멜리아힐,주상절리대,황우지해안열두굴,돈내코유원지,정방폭포",6,2.6666666666666665,2.833333333333333,1.6666666666666667,2.0,1.5,1.1666666666666667,2.833333333333333,0.5,5
2077,509d6bc2546829e4,친구랑 둘이서 2박3일 제주도,"늘봄 흑돼지,김경숙 해바라기,사려니숲길,이중섭 거리,솔동산고기국수,미도호스텔,쇠소깍,정방폭포,올레삼다정,이호테우해변,빨강식당,아일랜드 팩토리,신라스테이 제주,동문시장,광해횟집","김경숙해바라기농장,사려니숲길,이중섭거리,쇠소깍,정방폭포,이호테우해수욕장",6,2.0,2.6666666666666665,1.5,1.3333333333333333,2.0,1.3333333333333333,2.333333333333333,0.3333333333333333,6
2078,52d3040067f44845,제주,"함덕 서우봉 해변,모닥식탁,알라스카인제주,잠녀해녀촌,델문도 카페,김녕성세기해변,월정리해변,월정리갈비밥,바당지기식당,연미정,명진전복,소곱에,허벅식당,풍림다방,비자림,제주 마원,오설록 티 뮤지엄,왕따나무,성이시돌목장,협재해수욕장,월령 선인장 자생지,금능으뜸원해변,곽지해수욕장,놀맨,삼대국수회관","김녕성세기해변,월정리해변,연북정,비자림,제주승마공원,오설록티뮤지엄,성이시돌목장,협재해수욕장,월령선인장군락지,곽지해수욕장",10,1.9,2.8,1.6,1.9,2.1,1.3,2.6,0.3,5
2079,ef688b80b8a0d865,3박3일 가족 제주도 여행♡,"늘봄 흑돼지,새마을금고 제주연수원,새마을금고 제주연수원,한림공원,운정이네 중문점,대포 해안 주상절리대,차귀도수용횟집배낚시,한림농협 하나로마트,애아리,애아리,함덕 서우봉 해변,맘스터치 함덕,성산포 종합 여객 터미널,우도관광버스,우도,남양수산,아로마향테라피,보보스테이 bobostay","한림공원,주상절리대,우도",3,3.0,3.0,2.0,1.0,2.333333333333333,0.0,2.6666666666666665,0.3333333333333333,7
2080,80eebd6bc74788e9,메메랑 봄봄이랑,"동대구 고속버스터미널,애월초등학교 더럭분교장,협재 게스트하우스,협재해수욕장,새별오름,서광 승마장,카멜리아 힐","협재해수욕장,새별오름,서광승마장,카멜리아힐",4,2.0,2.5,1.25,1.5,1.25,1.5,2.5,0.25,11
2081,0743e6b3450d6906,1박2일 제주도,"요리하는 목수,애월 해안도로,리치망고 애월본점,애월초등학교 더럭분교장,오설록 티 뮤지엄,제주감귤호떡,천지연폭포,세화해수욕장,김녕 미로공원,선녀와 나무꾼 테마공원,동문시장","애월해안도로,오설록티뮤지엄,천지연폭포,협재해수욕장,제주김녕미로공원,선녀와나무꾼",6,1.8333333333333333,2.1666666666666665,1.1666666666666667,1.5,1.1666666666666667,1.3333333333333333,1.8333333333333333,0.3333333333333333,1
2082,ff711c05deb708d2,제주도2박3일,"이호테우해변,그대가 바람이라면,리치망고 애월본점,놀맨,봄날,한담해변 산책로,곽지해수욕장,협재해수욕장,어애랑,신창 풍차 해안,용머리 해안,순천미향,돈사돈 본점,카멜리아 힐,켄싱턴 제주호텔,천지연폭포,켄싱턴 제주호텔,정방폭포,삼보식당,오는정 김밥,쇠소깍,성산포 종합 여객 터미널,우도,풍원,성산일출봉,광치기해변,성산포 JC공원,,섭지코지,아쿠아플라넷 제주,켄싱턴 제주호텔,켄싱턴 제주호텔,대포 해안 주상절리대,표선 해비치 해변,세화해수욕장,월정리해변,월정리로와,김녕성세기해변,삼양 검은 모래 해변/ 해수욕장,용두암","이호테우해수욕장,애월한담해안산책로,곽지해수욕장,협재해수욕장,신창풍차해안도로,용머리해안,카멜리아힐,천지연폭포,정방폭포,쇠소깍,우도,성산일출봉,광치기해변,섭지코지,아쿠아플라넷제주,주상절리대,협재해수욕장,월정리해변,월정리해안도로,김녕성세기해변,용두암",21,2.380952380952381,2.8095238095238093,1.619047619047619,2.0,2.2857142857142856,0.8571428571428571,2.6666666666666665,0.1904761904761904,5
2083,57186bcb078848f0,3박 4일 제주,"감초순대,감초식당,스쿠터타유,함덕 서우봉 해변,성산일출봉,차니비니 게스트하우스,차니비니 게스트하우스,섭지코지,비엘 바이크 파크 박물관,녹산로,제주 삼다수,소정방폭포,서귀포 매일 올레 시장,이중섭 거리,제주 카페거리,새섬,대포 해안 주상절리대,웅담식당,산방산 탄산온천,산방산 탄산온천,용머리 해안,덕승식당,수월봉,해거름전망대,스쿠터타유,자매국수,용두암 해수랜드,용두암 해수랜드","성산일출봉,섭지코지,제주다,소정방폭포,이중섭거리,함덕카페거리,새섬,주상절리대,산방산탄산온천,산방산탄산온천,용머리해안,수월봉,해거름전망대",13,2.076923076923077,2.1538461538461537,1.3846153846153846,1.6153846153846154,1.4615384615384617,0.5384615384615384,2.3846153846153846,0.4615384615384615,1
2084,6fe3bf327dbba97b,3박 4일 제주,"롯데마트 제주점,돌하르방식당,김녕 미로공원,김녕성세기해변,명진전복,우도,서빈백사 해수욕장,홍조단괴해변","제주김녕미로공원,김녕성세기해변,우도",3,2.333333333333333,3.0,2.0,1.6666666666666667,2.333333333333333,1.6666666666666667,3.0,0.0,5
2085,de55938e05784887,제주2박3일,"그대가 바람이라면,협재해수욕장,차귀도 달래 배낚시,협재해수욕장,월정리로와,세화해수욕장,해마루,섭지코지,비자림,봉쉡망고","협재해수욕장,협재해수욕장,월정리해안도로,협재해수욕장,섭지코지,비자림",6,2.1666666666666665,3.0,2.1666666666666665,2.1666666666666665,2.333333333333333,1.1666666666666667,2.833333333333333,0.0,5
2088,adb7c8a28c870afc,제주도,"제주 우리네해장국,망고홀릭,제주 테지움 사파리,오설록 티 뮤지엄,제주 아이노스펜션,만복흑돼지,젠하이드어웨이 제주,제주 아이노스펜션,헬로키티 아일랜드,쇠소깍,서연의 집,리틀 이태리 비스트로,제주그린힐하우스펜션,남양수산,제주그린힐하우스펜션,아쿠아플라넷 제주,섭지향,아트 앤 제주","오설록티뮤지엄,헬로키티아일랜드,쇠소깍,아쿠아플라넷제주",4,1.0,1.0,1.0,1.0,1.25,1.5,2.0,0.75,2
2089,7efadde677631884,3박4일 제주도 여름휴가~~♥,"김녕초등학교 동복분교,김녕성세기해변,월정리해변,돈대장,용연 구름다리,비치스토리 호텔,비치스토리 호텔,세화해수욕장,우도,우도 올레 보트,서빈백사 해수욕장,홍조단괴해변,지미스,우도 걸리버여행기,청진동 뚝배기,혼인지,표선 해비치 해변,바다의집,제주작은프라하,제주작은프라하,씨워킹 스킨스쿠버,정방폭포,네거리식당,제주명가두루치기,황우지해변,제주제트,치치퐁 아이스크림,산방식당,올레하우스,올레하우스,청수곶자왈,오설록 티 뮤지엄,성이시돌목장,왕따나무,꽃밥,이호테우해변","김녕성세기해변,월정리해변,돈대산,협재해수욕장,우도,우도올레보트,지미봉,혼인지,정방폭포,황우지해안,제주제트,청수곶자왈,오설록티뮤지엄,성이시돌목장,이호테우해수욕장",15,2.533333333333333,2.8666666666666667,1.7333333333333334,1.9333333333333331,2.066666666666667,1.1333333333333333,2.8,0.2,5
2090,a69c29df66835ab8,2015년 9월 1박 2일 제주도,"순옥이네명가,애월 해안도로,리치망고 애월본점,협재해수욕장,월령 선인장 자생지,신창 풍차 해안,용머리 해안,대포 해안 주상절리대,중문색달해변,칠돈가 중문 직영점,미도호스텔,천지연폭포,미도호스텔,쇠소깍,테라로사 커피 제주 서귀포점,남원 큰엉 해안경승지,사려니숲길,산굼부리,청호식당,섭지코지,가시아방국수,광치기해변,성산포 JC공원,,성산일출봉,세화해수욕장,삼성혈 해물탕","애월해안도로,협재해수욕장,월령선인장군락지,신창풍차해안도로,용머리해안,주상절리대,중문색달해변,천지연폭포,쇠소깍,남원큰엉해변,사려니숲길,산굼부리,섭지코지,광치기해변,성산일출봉,협재해수욕장,삼성혈",17,2.588235294117647,2.9411764705882355,1.7647058823529411,1.4705882352941178,2.235294117647059,0.7058823529411765,2.588235294117647,0.3529411764705882,4
2091,4c0087c26ab12ae0, 0312제주0314,"야탑역,코시롱,코시롱,성산일출봉,코시롱,광치기해변,성산포 JC공원,,성산포 종합 여객 터미널,우도,키다리 아저씨,검멀레 해수욕장,서빈백사 해수욕장,홍조단괴해변,노닐다 게스트하우스,노닐다 게스트하우스,성산포 종합 여객 터미널","성산일출봉,광치기해변,우도,검멀레해변",4,3.0,3.0,2.25,1.75,2.25,0.5,3.0,0.5,8
2092,b6ff770f960658aa,2박3일 제주여행,"제주 시외 버스 터미널,제주 종합 터미널,에코랜드 테마파크,아로하 호텔,아로하 호텔,성산일출봉,우도,모래비 카페,월정리해변,월정리해변,제주 러브랜드,협재해수욕장","에코랜드테마파크,성산일출봉,우도,월정리해변,월정리해변,제주러브랜드[휴업중],협재해수욕장",7,2.0,2.571428571428572,1.7142857142857142,1.7142857142857142,2.4285714285714284,0.8571428571428571,2.857142857142857,0.1428571428571428,8
2093,d018b1378460385b,블리들과 떠나는 첫 제주 여행 ^&^,"용두암,용두암 해수랜드,용두암 해수랜드,고객식당,진아떡집,선녀와 나무꾼 테마공원,김녕초등학교 동복분교,요셉나무 게스트하우스,월정리해변,남바마버거,봉쉡망고,챠우,요셉나무 게스트하우스,요셉나무 게스트하우스,성산포 종합 여객 터미널,우도,풍원,우도,성산포 종합 여객 터미널,섭지코지 전망대,가시아방국수,마이마더 게스트하우스,마이마더 게스트하우스","용두암,선녀와나무꾼,월정리해변,우도,우도,섭지코지",6,2.333333333333333,2.5,2.0,1.6666666666666667,2.333333333333333,0.3333333333333333,2.833333333333333,0.5,8
2094,e72de674efbbe92d,행복가득 4박5일 가족여행,"유정모텔,현옥식당,산굼부리,제주 세계자연유산센터,오름 나그네,선녀와 나무꾼 테마공원,비자림,하도리철새탐조대,고성5일장,마돈,여유펜션,성산일출봉,산야초카페 여유,광치기해변,성산포 JC공원,,섭지코지,청진동 뚝배기,제주 민속촌,이중섭 미술관,천지연폭포,쌍둥이 횟집,서귀포 매일 올레 시장,디 아일랜드 블루 호텔,디 아일랜드 블루 호텔,카멜리아 힐,세계 자동차 박물관,헬로키티 아일랜드,피자굽는돌하르방,퀸즈 하우스,프시케월드,멜리오 에코피아 나비공원,조밤나무집,천해천,제주 러브랜드,조밤나무집,다가미김밥","산굼부리,제주세계자연유산센터,선녀와나무꾼,비자림,성산일출봉,광치기해변,섭지코지,제주민속촌,이중섭미술관,천지연폭포,카멜리아힐,세계자동차&피아노박물관,헬로키티아일랜드,제주러브랜드[휴업중]",14,1.3571428571428572,1.5714285714285714,1.5714285714285714,1.0,1.6428571428571428,0.4285714285714285,2.5,1.2142857142857142,10
2095,30e6e3418b959815,알짜배기 제주도 여행,"자매국수,제주 패러글라이딩 스쿨,동문시장,두멩이골목,봄날,곽지해수욕장,협재해녀의집,금능으뜸원해변,제주현대미술관,오설록 티 뮤지엄,이니스프리 제주하우스,마라도 잠수함,중문색달해변,소천지,쇠소깍,똥파리와 달봉이네,식산봉,성산일출봉,신양 섭지코지 해변,에코랜드 테마파크,거문오름 용암동굴,비자림,곱들락,고래가 될 카페,만장굴,신설오름식당","제주패러글라이딩스쿨,두맹이골목,곽지해수욕장,제주현대미술관,오설록티뮤지엄,이니스프리제주하우스,우도잠수함,중문색달해변,소천지,쇠소깍,당산봉,성산일출봉,섭지코지,에코랜드테마파크,거문오름,비자림,만장굴",17,2.235294117647059,2.4705882352941178,1.7058823529411764,1.0588235294117647,1.9411764705882355,1.0588235294117647,2.764705882352941,0.6470588235294118,0
2096,5ece82eb54d0a839,2박 3일 제주 가족 여행,"곰막,월정리해변,월정리로와,에코랜드 테마파크,산굼부리,옛날옛적,해비치 호텔 & 리조트 제주,해비치 호텔 & 리조트 제주,올레길 7코스 시작점,쇠소깍,외돌개,네거리식당,서귀포 매일 올레 시장,최남단 체험 감귤농장,송악산,남경미락,산방산 탄산온천,제주 하나 호텔,제주 하나 호텔,카멜리아 힐,목포고을,추사적거지,김정희 유배지,수월봉,몽상드애월,한담해변 산책로,산굼부리,산방식당,올레길 6코스 시작점,비자림,사려니숲길,자매국수,비자림,늘봄 흑돼지,해비치 호텔 & 리조트 제주,놀맨,네거리식당,휴애리자연생활공원,산골숯불왕소금구이,용출횟집,쌍둥이 횟집,옛날옛적,명진전복,절물 자연 휴양림","월정리해변,월정리해안도로,에코랜드테마파크,산굼부리,쇠소깍,외돌개,송악산,산방산탄산온천,카멜리아힐,추사적거지,수월봉,애월한담해안산책로,산굼부리,비자림,사려니숲길,비자림,휴애리자연생활공원,제주절물자연휴양림",18,2.1666666666666665,2.6666666666666665,1.6666666666666667,1.1666666666666667,2.1666666666666665,0.6111111111111112,2.6666666666666665,0.3333333333333333,4
2097,514dbf816c937842,제주도 꼬고,"옐로우 게스트하우스,옐로우 게스트하우스,온더로드 게스트하우스,온더로드 게스트하우스,제주 소로소로 게스트하우스,제주 소로소로 게스트하우스,대명리조트 제주,대명리조트 제주,거문오름 용암동굴,삼다수목장,사려니숲길,새별오름,애월 한담 공원,애월초등학교 더럭분교장,대명리조트 제주,대명리조트 제주,에코랜드 테마파크,대명리조트 제주","거문오름,사려니숲길,새별오름,애월한담카약,에코랜드테마파크",5,2.6,2.6,1.2,1.2,1.6,1.0,2.0,0.4,1
2098,0e9795a769fbf9fc,3박 4일 제주 여행,"유리네식당,요리하는 목수,시인의 집,서연의 집,제주 마이 호텔,생돈우리,고객식당,진아떡집,에코랜드 테마파크,짚라인 제주,김녕성세기해변,옛날옛적,아쿠아플라넷 제주,쇠소깍,쇠소깍 휴게소,천지연폭포,오는정 김밥,죽림횟집,사계2248,사계2248,대우정 식당,용연 구름다리,넥슨 컴퓨터 박물관,수목원테마파크,순옥이네명가,꿈꾸는 흰 당나귀,리치망고 애월본점,곽지해수욕장,한림공원,신창 풍차 해안,덕성원,산방산애리조트,산방산애리조트,제주빡빡이 스킨스쿠버,미영이네식당,오설록 티 뮤지엄,버키카 - 신화 레저,소인국 테마파크,다랑굿국수","에코랜드테마파크,김녕성세기해변,아쿠아플라넷제주,쇠소깍,쇠소깍,천지연폭포,넥슨컴퓨터박물관,수목원테마공원,곽지해수욕장,한림공원,신창풍차해안도로,오설록티뮤지엄,소인국테마파크",13,1.7692307692307692,2.230769230769231,1.3076923076923077,1.2307692307692308,1.8461538461538465,1.4615384615384617,2.1538461538461537,0.3846153846153846,3
2099,9345266147a4ab5e,밤비행기 출발 2박3일 제주도,"라마다앙코르 제주연동,삼무국수,동문시장,대게고로케 Crab Croquette,놀맨,몽상드애월,봄날,산방산,쇠소깍,코업시티호텔 성산,성산수산 식당,성산가든,월정리해변,함덕 서우봉 해변,델문도 카페,동문시장,동해수산회센타","산방산,쇠소깍,월정리해변",3,2.0,3.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,3.0,0.3333333333333333,6
2100,2a3380e04ce398f0,제주 당일치기,"제주 라온 호텔 & 리조트,협재해수욕장,오설록 티 뮤지엄,형제도식당,서귀포 매일 올레 시장,쇠소깍,오는정 김밥,제주 라온 호텔 & 리조트,제주 라온 호텔 & 리조트,협재해수욕장,오설록 티 뮤지엄,형제도식당,송악산,제주 라온 호텔 & 리조트","협재해수욕장,오설록티뮤지엄,쇠소깍,협재해수욕장,오설록티뮤지엄,송악산",6,2.1666666666666665,2.333333333333333,1.5,1.3333333333333333,1.3333333333333333,1.5,2.333333333333333,0.1666666666666666,6
2101,84b02b2ee5225986,2박3일 가족여행,"해월정,성산일출봉,우도 천진항,쇠머리오름,우도봉,서빈백사 해수욕장,홍조단괴해변,섭지코지,산굼부리,우정횟집,우정회센타,천지연폭포,펜션머물다,금악활공장,춘심이네 본점,중문 관광 단지,바다다,오설록 티 뮤지엄,환상숲 곶자왈공원,협재해수욕장,쉼표카페,포차돈,펜션머물다,용눈이 오름,장수물식당,만장굴,용두암,삼성혈 해물탕","성산일출봉,우도,섭지코지,산굼부리,천지연폭포,중문관광단지,오설록티뮤지엄,환상숲곶자왈공원,협재해수욕장,용눈이오름,만장굴,용두암,삼성혈",13,2.6153846153846154,2.6153846153846154,1.7692307692307692,1.1538461538461535,2.3076923076923075,0.6153846153846154,2.4615384615384617,0.5384615384615384,4
2102,254c6adacdfe88da,고급지게 놀아주겠으~! 제주,"용두암,용연계곡,동문시장,자매국수,비자림,삼성혈,빌라드애월,빌라드애월,오설록 티 뮤지엄,카멜리아 힐,쇠소깍,쇠소깍 테우체험,사려니숲길,청진동 해물탕","용두암,용연,비자림,삼성혈,오설록티뮤지엄,카멜리아힐,쇠소깍,사려니숲길",8,2.125,2.5,1.375,1.25,2.0,0.875,1.875,0.375,1
2103,7b8036a1135aa854,현휘호랑이 2nd Travel in Jeju Island,"용담이호해안도로,용두암 해안도로,애월 해안도로,리치망고 애월본점,협재해수욕장,신창 풍차 해안,사계해안도로,베이힐 호텔,성산일출봉,섭지코지,지니어스 로사이,우도,동복리 해녀촌,만장굴,아끈다랑쉬오름,두손지중 미술관,물 미술관,바람 미술관,돌 미술관,방주교회,베이힐 호텔,용머리 해안,대포 해안 주상절리대,천제연 폭포,천지연폭포,쇠소깍 투명 카약 체험,카멜리아 힐,명진전복,해오름식당,망고레이 섭지코지점 필리핀디저트,덕성원,기억나는 집,철판28호,목포고을,착한전복,산방식당,자매국수","이호-내도해안도로,용담/용두암해안도로,애월해안도로,협재해수욕장,신창풍차해안도로,사계해안도로,성산일출봉,섭지코지,우도,만장굴,다랑쉬오름,유민미술관,바당미술관,유민미술관,방주교회,용머리해안,주상절리대,천제연폭포,천지연폭포,카멜리아힐",20,2.1,2.3,1.5,1.35,2.0,0.4,2.3,0.5,0
2104,ae0c9ff9c5dd2b07,제주 캠핑여행 ,"이마트 신제주점,서귀포 자연 휴양림,서귀포 자연 휴양림,다빈치 뮤지엄,방주교회,제주 놀라운 트릭아이 미술관,그리스신화박물관,금능으뜸원해변,금능으뜸원해변,신창 풍차 해안,성 김대건 신부 표착 기념관,몰고랑식당,성산포 종합 여객 터미널,우도 하우목동항,비양도 봉수대,서빈백사 해수욕장,홍조단괴해변,우도 땅콩 아이스크림,우도 한라봉 아이스크림,회양과 국수군,비양도 봉수대,비양도 봉수대,하고수동 해수욕장,우도교회,우도 하우목동항,성산포 종합 여객 터미널,아쿠아플라넷 제주,돌섬 흑돼지,종수형 집,종수형 집,세화해수욕장,월정리해변,행원 풍력 발전 단지,김녕성세기해변,함덕 서우봉 해변,에코랜드 테마파크,동문올레수산,다음 카카오 본사,제주마방목지,쇠소깍,서연의 집,종수형 집,종수형 집,진아떡집","서귀포자연휴양림,서귀포자연휴양림,방주교회,그리스신화박물관/트릭아이미술관,신창풍차해안도로,성김대건신부표착기념관,우도봉수대,우도봉수대,우도봉수대,하고수동해변,우도,아쿠아플라넷제주,협재해수욕장,월정리해변,김녕성세기해변,에코랜드테마파크,카카오본사,마방목지,쇠소깍",19,1.736842105263158,2.210526315789474,1.2105263157894737,1.631578947368421,1.631578947368421,0.8947368421052632,2.631578947368421,0.3684210526315789,3
2106,21c8e8292195dacc,2017 오골계 먹방! 제주 여행,"애월 해안도로,몽상드애월,봄날,피어22,제주나인부띠끄호텔,서귀포 매일 올레 시장,제주나인부띠끄호텔,오는정 김밥,오설록 티 뮤지엄,이니스프리 제주하우스,물통식당,낭만농장 귤밭76번지,카멜리아 힐,대포 해안 주상절리대,동해미락,제주나인부띠끄호텔,서귀포 매일 올레 시장,제주나인부띠끄호텔,서연의 집,위미리 동백나무군락지,브라운스위트 제주 호텔 & 리조트,성산포 종합 여객 터미널,우도 천진항,서빈백사 해수욕장,홍조단괴해변,파도소리 해녀촌,지미스,복자씨연탄구이,카페코지,브라운스위트 제주 호텔 & 리조트,시흥 해녀의 집,성산일출봉,섭지코지,세화해수욕장,명진전복,월정리해변,아침미소목장,제주마당,동문시장","애월해안도로,오설록티뮤지엄,이니스프리제주하우스,귤밭76번지,카멜리아힐,주상절리대,위미리동백나무군락,지미봉,성산일출봉,섭지코지,협재해수욕장,월정리해변,아침미소목장",13,2.230769230769231,2.6153846153846154,1.6153846153846154,1.3076923076923077,2.076923076923077,1.0769230769230769,2.6923076923076925,0.2307692307692307,6
