contentsid,title,tag,introduction,contentscd.label,인기점수,자연,실외,피로도,산-바다,도보산채ㄱ,신나는,낮,인문학
CNTS_200000000008159,예래생태체험관,"부모,아이,커플,생태,체험,어린이,어트랙션,봄꽃,벚꽃,매화",예래생태마을의 자연과 문화를 느낄 수 있는 체험관,관광지,10344,,,,,,,,
CONT_000000000500201,"물메(물미, 수산봉)","커플,혼자,친구,경관/포토,휴식/힐링,가을,오름,청년,자연경관,포토스팟",동그란 분화구 안에 자연이 만든 연못을 만나다,관광지,10328,,,,,,,,
CONT_000000000500297,삼매봉,"부모,커플,혼자,친구,맑음,아이,경관/포토,휴식/힐링,오름,사계절,자연경관,포토스팟,어린이",외돌개 앞에 위치한 작은 오름,관광지,10319,,,,,,,,
CNTS_200000000007279,막숙,"맑음,휴식/힐링,여름,용천수,물놀이,자연경관",법환포구 옆 자연 용천수가 흐르는 숨은 명소,관광지,10209,,,,,,,,
CNTS_000000000020300,제주올레 7-1코스,"올레,걷기/등산,친구,봄,자연경관,도보여행,도보","위로는 한라산을, 아래로는 남쪽 바다와 서귀포 전역을 바라보며",관광지,10206,,,,,,,,
CNTS_000000000022063,관음사 템플스테이,"템플스테이,휴식/힐링,커플,흐림,사계절,문화관광,체험,한라산,언택트,어트랙션",산천단 부근에 있는 관음사 절이며 템플 스테이 당일 및 숙박 프로그램을 체험할 수 있다.,관광지,10190,,,,,,,,
CONT_000000000500526,절부암,"해변,걷기/등산,맑음,자연경관",슬픈 이야기가 전해지는 제주기념물 제9호,관광지,10135,,,,,,,,
CNTS_000000000022262,동산농원 딸기체험장,"친구,아이,커플,실내,체험관광,체험,어린이,어트랙션",제주시 한경면 저지리에 위치한 딸기체험장,관광지,10122,,,,,,,,
CNTS_000000000018456,화순리 유채꽃길,"걷기/등산,경관/포토,친구,맑음,봄,자연경관,도보여행,도보,포토스팟,봄꽃,유채꽃",서귀포시 안덕면 서광동 사거리부터 화순리 사거리까지의 유채꽃길.,관광지,10083,,,,,,,,
CONT_000000000500153,돔베낭골,"해변,휴식/힐링,맑음,여름,자연경관",기암 절벽과 훤히 트인 바다의 경치를 볼 수 있는 곳,관광지,10067,,,,,,,,
CNTS_000000000019888,중문카라반,"야영장,캠핑장,액티비티,맑음,체험,레저/체험,캠핑,언택트,어트랙션","중문하나로마트에서 5분도채 걸리지 않는곳에 위치하며 아프리카 박물관, 주상절리 근처로 찾기가 쉽습니다.",관광지,10058,,,,,,,,
CNTS_200000000008693,제주참숯가마찜질방,"찜질방,참숯불가마",성산에 위치한 제주도 내 최대규모의 참숯가마 찜질방. ,관광지,10020,,,,,,,,
CNTS_000000000018729,가마오름 진지동굴,"친구,아이,문화유적지,동굴,오름,문화관광,역사유적,도보여행,도보,어린이,어트랙션",가슴 아픈 침략의 역사를 품고 있는 교육의 장,관광지,9984,,,,,,,,
CNTS_200000000008635,대유ATV수렵사격랜드,"권총,클레이,라이플 사격,ATV,실내관광지,체험,어트랙션",110여만 평의 드넓은 대지에서 온몸으로 스릴을 느낄 수 있는 레저 스포츠.,관광지,9947,,,,,,,,
CNTS_000000000019087,모진이몽돌해변,"해변,경관/포토,맑음,여름,자연경관,포토스팟",추자도 해안의 몽돌밭 중 100여 미터 정도 이어진 아름다운 몽돌밭,관광지,9887,,,,,,,,
CONT_000000000500370,소암현중화기념관,"실내,미술/박물관,비.눈,사계절,실내관광지,어트랙션",소암 현중화 선생의 삶과 예술이 숨쉬는 문화공간,관광지,9879,,,,,,,,
CNTS_000000000019761,곽지해수욕장야영장,"야영장,캠핑장,해수욕장,액티비티,아이,맑음,자연경관,체험,레저/체험,해변,물놀이,어린이,수상레저,캠핑,언택트,어트랙션",곽지해수욕장에 위치한 야영장,관광지,9876,,,,,,,,
CONT_000000000500198,문도지오름 (문돗지),"오름,걷기/등산,자연경관,도보여행,도보",문도지오름은 저지에서 오설록 녹차밭까지 이어지는 제주올레 14-1코스 중간 부근에 위치해있다. 한경면 방림원 사잇길을 따라 차량으로 10분 정도 들어가면 차도가 끝나는 지점에 명성목장이 나타나고 그곳부터 오름길은 시작된다. 문도지오름은 명성목장의 말 방목지로도 이용되고 있다. 오름 대부분은 사유지이지만 소유주의 배려로 자유롭게 탐방할 수 있다. ,관광지,9818,,,,,,,,
CNTS_000000000019004,제주올레 10-1코스,"올레,걷기/등산,친구,혼자,봄,자연경관,도보여행,도보",한국의 유인도 중 가장 낮은 섬 가파도의 올레코스,관광지,9813,,,,,,,,
CNTS_200000000009031,윈드1947 카트 테마파크,"부모,커플,혼자,친구,맑음,테마공원,쇼핑,체험관광,청년,카트,레이싱,체험,어린이,어트랙션",제주도의 아름다운 남쪽 풍경을 품은 제주 최고의 체험형 테마파크,관광지,9713,,,,,,,,
CNTS_000000000022460,렛츠런팜 양귀비꽃,"테마공원,아이,맑음,봄,어린이,어트랙션",렛츠런 팜의 양귀비꽃 핀 모습.,관광지,9673,,,,,,,,
CONT_000000000500075,그랑블루호(선상낚시),"낚시,액티비티,커플,체험,레저/체험,수상레저,어트랙션",배위에서 느끼는 제주바다의 짜릿한 손맛,관광지,9652,,,,,,,,
CNTS_000000000019444,비블리아성서식물원,"수목원,테마공원,흐림,맑음,실내관광지,어트랙션",식물을 통한 복음전파와 기독교 문화 산업에 기여하고자 한립음에 조성된 식물원,관광지,9642,,,,,,,,
CNTS_200000000010214,액티브파크,"체험관광,사계절,아이,실내관광지,체험,어린이,테마공원,어트랙션","클라이밍 놀이시설의 세계적인 브랜드'클립앤클라임' 센터와 함께 키즈카페, 레저카트 등을 통해 액티브한 즐거움을 선사한다.",관광지,9640,,,,,,,,
CONT_000000000500678,하멜기념비,"문화유적지,가을,문화관광,역사유적",하멜의 공덕과 네덜란드와 한국간의 우호증진의 증표로 세워진 기념비,관광지,9582,,,,,,,,
CNTS_000000000020880,제주워터월드,"부모,친구,아이,맑음,액티비티,실내관광지,체험,레저/체험,어린이,수상레저,어트랙션",제주 최대의 종합 워터테마파크,관광지,9490,,,,,,,,
CNTS_000000000018956,우도올레보트,"올레,액티비티,맑음,체험,레저/체험,수상레저,어트랙션",우도 스피드보트 이용 가능,관광지,9479,,,,,,,,
CNTS_000000000022059,제주스쿠터여행,"액티비티,친구,커플,맑음,체험,레저/체험,어트랙션","공항,부두,제주도내 어디서든 쉽게 방문 할 수 있는 2007년에 개점한 전통있는 스쿠터 대여점",관광지,9462,,,,,,,,
CNTS_000000000019763,귤빛캠핑장,"야영장,캠핑장,액티비티,커플,맑음,여름,체험,레저/체험,캠핑,언택트,어트랙션","취사실, 화장실, 샤워실, 매점, 와이파이가 준비된 귤빛캠핑장 입니다.",관광지,9449,,,,,,,,
CNTS_000000000022877,함덕백사장 & 서우봉,"부모,커플,혼자,친구,아이,맑음,여름,해변,문화유적지,오름,자연경관,역사유적,어린이,봄꽃,유채꽃",함덕 대대본부에 주둔한 군인들에 의해 많은 사람들이 희생된 곳,관광지,9425,,,,,,,,
CNTS_000000000021492,추사 유배길 - 3코스 사색의 길,"걷기/등산,봄,가을,문화관광,도보여행,도보,어트랙션",추사가 제자들과 함께 사색을 즐기며 시름을 잊었던 길,관광지,9403,,,,,,,,
CNTS_200000000007859,게우지코지,"커플,혼자,친구,경관/포토,올레,자연경관,포토스팟",툭 튀어나온 암석 지형이 마치 전복의 내장을 닮았다 해서 이름 붙여진 곳,관광지,9381,,,,,,,,
CONT_000000000500011,가마오름,"오름,걷기/등산,자연경관,도보여행,도보",제주의 아픈 역사를 간직한 가마오름,관광지,9374,,,,,,,,
CNTS_000000000019922,조천만세동산,"문화유적지,봄,문화관광,역사유적","제주 항일운동의 시작점, 순국선열들의 혼이 녹아있는 곳",관광지,9370,,,,,,,,
CNTS_000000000022881,진아영 할머니 집터,"문화유적지,4.3,문화관광,제주4.3,역사유적,어트랙션",총탄에 턱을 맞고 쓰러진 뒤 무명천으로 턱을 가린 채 후유증으로 삶을 살아가셨던 진아영 할머니,관광지,9328,,,,,,,,
CONT_000000000500362,세화해안도로,"해변,드라이브,커플,맑음,여름",아기자기함과 아름다움에 탄성이 나오는 해안도로,관광지,9290,,,,,,,,
CNTS_000000000022941,문서프,"서핑,곽지,곽지해수욕장,애월,해변,해수욕장,물놀이,어트랙션",아름다운 에메랄드빛 바다에서 여유롭게 즐기는 서핑,관광지,9244,,,,,,,,
CNTS_200000000007335,갤러리2 중선농원,"혼자,미술/박물관,사계절,전시,예술,문화,카페,실내관광지,어트랙션",감귤농장을 탈바꿈한 갤러리,관광지,9225,,,,,,,,
CNTS_000000000019215,한림해안도로,"커플,친구,드라이브,올레,자전거,자연경관",귀덕궤물동산에서 비양도를 지나 옹포사거리까지 여유를 느끼며 달릴 수 있는 해안도로,관광지,9197,,,,,,,,
CONT_000000000500331,서귀포해안,"커플,친구,맑음,휴식/힐링,해변,자연경관",서귀포시 호근동 일대에 펼쳐진 해안경승지,관광지,9135,,,,,,,,
CNTS_200000000008161,청초밭영농조합법인,"청초밭,녹차밭,삼나무길,동백나무,체험,도보여행,도보,녹차,어트랙션",유기농 농축산품을 생산하는 청초밭영농조합법인,관광지,9112,,,,,,,,
CNTS_000000000022002,아홉굿마을 낙천리 농어촌체험마을,"체험관광,아이,사계절,체험,마을산책,마을관광,어린이,어트랙션",주민들이 직접 만든 1000개의 의자가 있는 마을,관광지,9006,,,,,,,,
CNTS_000000000018909,대한민국최남단기념비/ 마라도 기념비,"경관/포토,부모,커플,혼자,친구,아이,마라도,포토스팟,어린이,어트랙션",대한민국의 최남단이 바로 이 곳,관광지,8978,,,,,,,,
CNTS_000000000021008,눈물의십자가,"문화유적지,맑음,문화관광,역사유적",천주교 백열한 개 성지 가운데 하나인 황경한의 묘의 맞은편에 내려다 보이는 물생이 바위 끝,관광지,8976,,,,,,,,
CNTS_000000000019818,함덕야영장,"야영장,캠핑장,액티비티,커플,맑음,자연경관,체험,레저/체험,캠핑,언택트,어트랙션",함덕해변 서우봉 인근에 위치한 무료 야영장.,관광지,8974,,,,,,,,
CONT_000000000500162,두산봉(말미오름),"커플,친구,일출,봄,오름,자연경관,도보여행,도보",올레1코스의 마스코트 두산봉,관광지,8938,,,,,,,,
CNTS_000000000018503,톨칸이,"커플,친구,혼자,경관/포토,해변,자연경관,포토스팟",소의 여물통을 닮은 톨칸이해변,관광지,8932,,,,,,,,
CNTS_000000000021375,제주기독교순례길,"걷기/등산,흐림,봄,가을,문화관광,도보여행,도보,어트랙션","내 영혼의 길, 순례자의 길을 가다.",관광지,8925,,,,,,,,
CNTS_200000000007189,강정어촌계,"경관/포토,체험관광,해변,바릇잡이,체험,포토스팟,어트랙션","보말, 다슬기, 소라뿐만 아니라 간조 시 갯벌에 나가 맨손으로 고기잡이체험을 할 수 있는 바릇잡이 포인트.",관광지,8855,,,,,,,,
CNTS_000000000020224,왕이메오름,"오름,휴식/치유,액티비티,휴식/힐링,경관/포토,혼자,친구,맑음,흐림,자연경관,체험,도보여행,도보,레저/체험,포토스팟,어트랙션","탐라국 삼신왕이 사흘 동안 기도를 드린 전설속의 오름
삼나무 오솔길을 따라 걷는 오름",관광지,8811,,,,,,,,
CNTS_000000000019089,오름터 민속마을,"오름,문화유적지,아이,흐림,문화관광,역사유적,도보여행,도보,마을산책,마을관광,어린이",성읍민속마을 내에 위치한 제주도 전통 생활 모습을 볼 수 있는 곳,관광지,8811,,,,,,,,
CNTS_000000000001511,제주롯데스카이힐컨트리클럽,"골프,액티비티,체험,레저/체험,어트랙션",서귀포시에 위치한 '로버트 트랜트 주니어'가 설계한 총 36홀로 이루어진 골프장,관광지,8807,,,,,,,,
CNTS_200000000007346,설쿰바당,"맑음,경관/포토,걷기/등산,여름,해안산책,자연경관,포토스팟",제주 바람이 머물다 간 흔적이 고스란히 남아있는 해변,관광지,8799,,,,,,,,
CONT_000000000500196,무수천,"계곡,휴식/힐링,여름,자연경관,물놀이","한라산의 해발 1,600m에서 내려오는 계곡 주위로 수림이 가득한 그림 같은 무수천 계곡",관광지,8764,,,,,,,,
CONT_000000000500110,높은오름,"부모,커플,혼자,친구,아이,맑음,오름,자연경관,도보여행,도보,어린이",위치가 높아 시원한 전망을 지닌 오름,관광지,8746,,,,,,,,
CNTS_000000000021064,김녕해안도로,"드라이브,커플,맑음,여름,자연경관",김녕에서 하도까지 바다를 끼고 달리는 길,관광지,8710,,,,,,,,
CNTS_000000000018340,월평포구,"포구,해변,문화유적지,맑음,자연경관,역사유적",달빛을 품은 작은 포구. 월평포구,관광지,8662,,,,,,,,
CONT_000000000500572,제주쥬티클럽,"커플,친구,액티비티,해변,체험,레저/체험,수상레저,어트랙션",윈드서핑&카이트서핑&패들보드 체험/강습/렌탈,관광지,8651,,,,,,,,
CNTS_000000000021401,발자국화석공원,"부모,커플,아이,경관/포토,문화유적지,사계절",천연기념물 제464호로 지정된 발자국 화석 공원,관광지,8642,,,,,,,,
CNTS_200000000008312,캔디원,"체험,아이,수제캔디,실내관광지,어린이,어트랙션","국내 최대 수제 캔디 브랜드로 꼽히는 캔디원은 사탕이 생겨난 유래와 종류, 제작 과정 등을 알아보고 직접 만들어 보는 색다른 체험을 하는 곳이다. 물론 제품 구입도 가능하다. 사탕을 좋아하는 사람에게 캔디원은 참새 방앗간이나 다름없다.",관광지,8622,,,,,,,,
CNTS_000000000022736,제주오렌지,"체험관광,아이,실내관광지,체험,어린이,어트랙션",초콜릿공장 견학과 초콜릿만들기 체험이 가능한 제주오렌지,관광지,8622,,,,,,,,
CNTS_000000000020303,자구내포구,"부모,커플,혼자,아이,친구,맑음,휴식/힐링,경관/포토,문화유적지,포구,역사유적,포토스팟,어린이",제주도의 일몰이 아름다운 촬영 단골 명소,관광지,8618,,,,,,,,
CONT_000000000500387,수악 (물오름),"오름,부모,커플,혼자,친구,맑음,경관/포토,휴식/힐링,사계절,자연경관,도보여행,도보,포토스팟",가슴을 청아하게 물들이는 오름,관광지,8598,,,,,,,,
CNTS_200000000009490,더 플래닛(THE PLANET),"부모,커플,혼자,친구,아이,전시와 행사,생태문화,체험,실내관광지,어린이,어트랙션,안전여행스탬프",생태문화전시관 <더 플래닛>은 신비롭고 소중한 제주도의 자연을 새롭게 발견할 수 있도록 아이부터 어른까지 누구나 즐길 수 있는  다양한 전시와 콘텐츠가 준비된 공간이다.,관광지,8588,,,,,,,,
CONT_000000000500131,당오름(한경면),"오름,걷기/등산,맑음,가을,자연경관,도보여행,도보",푸른 바다와 함께 걷는 호젓한 산책길,관광지,8588,,,,,,,,
CNTS_000000000022715,성클라라수도원 금악성당,"실내,휴식/힐링,흐림,사계절,어트랙션",성클라라수도원에 부속된 성당,관광지,8582,,,,,,,,
CNTS_200000000007375,감수굴 밭담길,"걷기/등산,맑음,자연경관,도보여행,도보",평대리 중동에 위치한 산책하기 좋은 밭담길,관광지,8562,,,,,,,,
CONT_000000000500190,모구리오름,"오름,걷기/등산,자연경관,도보여행,도보",편백나무 숲길에서 느끼는 깨끗한 공기와 모구리 야영장에서의 특별한 추억,관광지,8555,,,,,,,,
CONT_000000000500226,방선문,"계곡,휴식/힐링,봄,자연경관,물놀이","영주 10경중의 한 곳, 신선이 머무는 곳 방선문계곡으로 오세요.",관광지,8545,,,,,,,,
CONT_000000000500263,붉은오름(성산읍),"부모,커플,친구,혼자,맑음,오름,자연경관,도보여행,도보,단풍",오름 전체가 붉은송이로 형성되어 있는 곳,관광지,8525,,,,,,,,
CNTS_200000000009032,사진놀이터,"커플,혼자,친구,경관/포토,휴식/힐링,체험관광,실내,사계절,실내관광지,체험,포토스팟,어트랙션",5개의 테마로 다양한 오브제 아트가 연출된 스튜디오형 전시공간!,관광지,8452,,,,,,,,
CONT_000000000500160,돛오름,"오름,걷기/등산,자연경관,도보여행,도보",비자림을 안고 있는 돛오름,관광지,8424,,,,,,,,
CNTS_000000000019005,제주올레 11코스,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보","모슬봉의 정상에서, 신평곶자왈의 안에서 느끼는 자연의 아름다움",관광지,8375,,,,,,,,
CNTS_200000000007535,감귤상웨빵 체험,"친구,커플,체험관광,감귤,감귤상웨빵,제주 전통 빵,실내관광지,체험,어트랙션",감귤 꽃이 가장 먼저 피어나는 하례리 마을에서 만들어 보는 제주 전통 감귤상웨빵,관광지,8267,,,,,,,,
CNTS_200000000007158,중문색달해변(해산물),"부모,커플,혼자,친구,아이,경관/포토,휴식/힐링,사계절,청년,중/장년,휴식/치유,자연경관,포토스팟,어린이",서퍼들의 천국이라 불릴 만큼 파도가 높아 여름에는 다이나믹한 해수욕을 즐기려는 사람들로 인산인해를 이루는 중문색달해변.,관광지,8255,,,,,,,,
CNTS_000000000018650,성김대건신부표착기념관,"실내,미술/박물관,사계절,실내관광지,문화관광,어트랙션",용수리의 천주교 성지,관광지,8234,,,,,,,,
CNTS_200000000007292,애월 하물,"사계절,아이,용천수,자연경관,어린이",애월리 마을 중심에 위치한 애월 하물은 한국 명수 100선에 선정된 용천수.,관광지,8208,,,,,,,,
CONT_000000000500189,명월팽나무군락,"문화유적지,경관/포토,여름,자연경관,역사유적,포토스팟","생물학적 가치가 높아 기념물로 지정하여 보호되는 곳
· 제주시 한림읍 명월리
· 제주도기념물 제19호",관광지,8206,,,,,,,,
CNTS_000000000020000,도두해안도로,"드라이브,커플,맑음,여름",제주시내에 위치한 해안가도로입니다.,관광지,8190,,,,,,,,
CNTS_200000000007252,해녀의 태왁,"체험관광,아이,사계절,어린이,어트랙션",해녀와 함께 태왁 만들기 체험을 할 수 있는 곳이다.,관광지,8189,,,,,,,,
CONT_000000000500169,라온골프클럽,"커플,친구,액티비티,골프,체험,레저/체험,어트랙션",타이거우즈가 격찬하고 콜린 몽고메리가 설계한 제주서부의 명품 골프클럽,관광지,8180,,,,,,,,
CONT_000000000500134,"대수산봉(큰물뫼,물미오름)","부모,아이,친구,커플,혼자,맑음,오름,자연경관,도보여행,도보,어린이",성산일출봉과 섭지코지가 아름답게 내려다 보이는 곳,관광지,8157,,,,,,,,
CNTS_000000000018755,서광승마장,"승마,액티비티,친구,커플,체험,레저/체험,어트랙션","산, 오름 그리고 말",관광지,8122,,,,,,,,
CNTS_200000000007345,망장포,"커플,혼자,친구,포구,낚시,자연경관",용암이 흐르던 길이 그대로 기암괴석으로 남아있는 포구,관광지,8102,,,,,,,,
CNTS_000000000022179,제주올레 15-B코스,"커플,친구,혼자,맑음,올레,봄,가을,도보여행,도보",한림항~고내포구의 아름다운 해안 풍경을 감상할 수 있는 올레길,관광지,8095,,,,,,,,
CNTS_200000000008615,우도봉 ATV,"ATV,액티비티,아이,친구,체험,레저/체험,어린이,어트랙션",우도 전경을 바라보며 라이딩하는 ATV체험. ,관광지,8070,,,,,,,,
CNTS_200000000007254,레더한,"커플,비.눈,체험관광,원데이클래스,어트랙션",가죽공방으로 주문제작 판매와 교육을 진행하는 곳이다.,관광지,8050,,,,,,,,
CNTS_000000000019212,조함해안도로,"친구,커플,드라이브,부모,혼자,아이,맑음,자연경관,어린이","제주올레 18코스의 끝, 바다를 따라 가는 길",관광지,8046,,,,,,,,
CONT_000000000500233,백조일손지묘(백조일손지지),"문화유적지,자연경관,문화관광,역사유적",4.3항쟁시 억울하게 죽은 유골들을 모아 추모할 수 있도록 만든 묘,관광지,7982,,,,,,,,
CNTS_000000000018443,거슨새미오름,"혼자,커플,친구,오름,가을,맑음,자연경관,도보여행,도보",솟아난 물이 바다쪽으로 흐르지 않고 한라산쪽으로 거슬러 흐른다는 뜻의 오름,관광지,7971,,,,,,,,
CNTS_000000000018929,바당미술관,"예술,실내,미술/박물관,커플,비.눈,겨울,미술관,실내관광지,문화관광,어트랙션",모슬포 무릉리에 위치한 노부부가 운영하는 갤러리,관광지,7966,,,,,,,,
CNTS_000000000018497,답다니탑망대,"등대,경관/포토,맑음,포토스팟,어트랙션,수국",거대한 바위로 쌓은 돌탑,관광지,7958,,,,,,,,
CNTS_000000000019115,추자도등대,"등대,경관/포토,맑음,포토스팟,어트랙션",추자면 영흥리에 있는 유인 등대로 제주도의 최북단에 위치,관광지,7956,,,,,,,,
CNTS_000000000019074,제주올레 18-1코스,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보",제주의 또 다른 섬 추자도를 여행하는 올레코스,관광지,7914,,,,,,,,
CNTS_000000000020560,서광리 곶자왈생태탐방로,"숲길,걷기/등산,흐림,여름,도보여행,도보,곶자왈,숲",서귀포 안덕면 서광리에 위치한 곶자왈 생태탐방로,관광지,7871,,,,,,,,
CONT_000000000500209,민오름(구좌읍),"부모,커플,혼자,친구,아이,오름,자연경관,도보여행,도보,어린이",故 이승만 대통령의 별장이였던 귀빈사가 있는 곳,관광지,7838,,,,,,,,
CNTS_000000000021620,성산오조리해안,"해변,경관/포토,커플,맑음,겨울,자연경관,포토스팟",제주에서 조개잡이 체험장으로 유명한 성산 오조리 해안,관광지,7798,,,,,,,,
CNTS_000000000020606,아라리오뮤지엄동문모텔2,"실내,미술/박물관,비.눈,사계절,실내관광지,문화관광,어트랙션",국내외 현대미술품들을 소개하고 관람객들과 예술적 경험을 함께 향유하는 컨템포러리 아트뮤지엄,관광지,7779,,,,,,,,
CNTS_000000000020277,공천포,"해변,문화유적지,친구,여름,자연경관,역사유적",위미항 근처 조용한 마을에 있는 공천포,관광지,7745,,,,,,,,
CNTS_000000000019659,골프탕탕,"골프,액티비티,친구,커플,체험,레저/체험,어트랙션","제주도 푸른 잔디 위에서 펼쳐지는 이색 Outdoor Activity 미니 그라운드 골프 ""골프탕탕""",관광지,7744,,,,,,,,
CONT_000000000500665,평화통일 불사리탑,"문화유적지,맑음,문화관광,역사유적",남과 북의 평화통일의 기원성지,관광지,7722,,,,,,,,
CNTS_000000000018460,명월성지,"문화유적지,문화관광,역사유적,언택트,어트랙션",제주특별자치도 제주시 한림읍 명월리에 있는 조선시대의 성터.,관광지,7703,,,,,,,,
CNTS_000000000019321,열리해안길,"커플,친구,올레,해변,혼자,맑음,도보여행,도보",올레 8코스에 있는 해안길,관광지,7698,,,,,,,,
CONT_000000000500035,거믄여해안경승지,"해변,경관/포토,맑음,자연경관,포토스팟",올레 7코스에 속하는 아름다운 해안경승지,관광지,7690,,,,,,,,
CNTS_200000000010341,수목원테마공원(야시장길&LED공원),"수목원,야시장,공원,실내관광지,체험,도보여행,도보,전통시장,쇼핑,상점/상가,어트랙션","수목원테마파크 소나무 군락지에서 열리는 야시장은 다른 야시장과는 분위기가 사뭇 다르다. 숲 속을 밝힌 LED 조명과 푸드트럭, 프리마켓, 포토존마다 아기자기한 콘텐츠가 넘친다. ",관광지,7690,,,,,,,,
CNTS_000000000022836,포도갤러리 in 포도호텔,"예술,실내,미술/박물관,비.눈,겨울,실내관광지,문화관광,호텔,어트랙션",제주 안에서 또 하나의 제주를 만나다.,관광지,7676,,,,,,,,
CNTS_000000000019639,중문승마공원,"커플,친구,아이,액티비티,봄,가을,승마,체험,레저/체험,어린이,어트랙션",중문에서 즐기는 승마 체험,관광지,7658,,,,,,,,
CONT_000000000500206,"미악산 (턥오름, 쌀오름, 솔오름)","부모,커플,혼자,친구,아이,맑음,오름,자연경관,도보여행,도보,어린이",서귀포 시내를 한눈에 담을 수 있는 미악산,관광지,7638,,,,,,,,
CONT_000000000500401,신양해안도로,"해변,드라이브,친구,커플,맑음,자연경관",성산일출봉을 배경으로 그림처럼 아름다운 풍경이 펼쳐지는 곳,관광지,7630,,,,,,,,
CONT_000000000500454,오백나한,"계곡,경관/포토,자연경관,포토스팟,물놀이",절벽위로 솟아난 돌기둥들이 마치 하늘로 승천하는 장군의 모습과 같다하여 오백나한이라고 불림,관광지,7547,,,,,,,,
CNTS_000000000018727,제주올레 13코스,"올레,걷기/등산,친구,혼자,봄,자연경관,도보여행,도보","바다에서부터 시작하는, 울창한 숲과 함께 걷는 한적한 길",관광지,7546,,,,,,,,
CONT_000000000500129,당오름,"커플,친구,혼자,맑음,오름,자연경관,도보여행,도보",제주 신당의 원조격인 본향당이 자리를 튼 곳,관광지,7524,,,,,,,,
CNTS_000000000019199,송당리,"휴식/힐링,봄",소원비는 마을 송당마을.,관광지,7505,,,,,,,,
CNTS_200000000007522,이호-내도 해안도로,"경관/포토,포토스팟,드라이브",이호테우해변에서부터 알작지까지 바다를 감상할 수 있는 드라이브 코스.,관광지,7490,,,,,,,,
CNTS_200000000008034,소라의성,"건축물,북카페,전시,실내관광지,문화관광,어트랙션",해안절벽에 지어진 아름다운 건축물,관광지,7464,,,,,,,,
CNTS_200000000007490,봉쥬르봉봉,"혼자,체험관광,원데이클래스,마그넷,엽서,소품샵,어트랙션",바다 마그넷 원데이클래스를 체험할 수 있는 봉쥬르봉봉,관광지,7463,,,,,,,,
CNTS_000000000019350,우도 봉수대,"문화유적지,문화관광,역사유적",우도의 바람을 느낄 수 있는 곳,관광지,7454,,,,,,,,
CONT_000000000500616,"천아오름(틍낭오름,天娥岳)","오름,걷기/등산,친구,아이,흐림,자연경관,도보여행,도보,어린이",경승이 빼어난 천아오름,관광지,7445,,,,,,,,
CNTS_000000000022065,백제사 템플스테이,"템플스테이,실내,휴식/힐링,커플,흐림,사계절,문화관광,체험,어트랙션",백제사에서의 템플 스테이 프로그램을 통하여 자신을 돌아볼 수 있는 시간이 된다.,관광지,7419,,,,,,,,
CONT_000000000500391,스프링데일CC,"골프,액티비티,체험,레저/체험,어트랙션","해발400고지에 위치, 여름에는 시원하고 겨울에는 따듯한 기온의 골프장",관광지,7408,,,,,,,,
CNTS_000000000019573,애월환해장성,"문화유적지,가을,자연경관,문화관광,역사유적",제주를 지키던 ‘제주의 만리장성’의 흔적이 남아있는 곳,관광지,7408,,,,,,,,
CNTS_000000000018516,나바론절벽,"산,경관/포토,가을,자연경관,포토스팟",추자도 풍경의 하이라이트,관광지,7392,,,,,,,,
CONT_000000000500600,좌보미오름,"커플,친구,혼자,맑음,오름,자연경관,도보여행,도보",제주오름의 투박한 아름다움을 그대로 간직한 오름,관광지,7381,,,,,,,,
CONT_000000000500026,개오름,"커플,친구,혼자,맑음,오름,자연경관,도보여행,도보",모양이 개모양 같다고 하여 붙여진 개오름,관광지,7362,,,,,,,,
CNTS_200000000007916,핸즈웍스,"가죽공방,핸드메이드,체험관광,체험,어트랙션","손으로 만든 모든 것, 핸즈웍스 가죽공방",관광지,7314,,,,,,,,
CONT_000000000500672,핀크스 골프클럽,"골프,액티비티,체험,레저/체험,어트랙션",한국 골프장을 대표하는 세계적인 골프장,관광지,7299,,,,,,,,
CNTS_000000000021251,"고내봉(고내오름,고니오름,망오름)","오름,걷기/등산,맑음,봄,자연경관,도보여행,도보",올레 15코스의 마지막 종점 고내봉,관광지,7261,,,,,,,,
CNTS_000000000019104,추자도 숭어체험장,"커플,친구,체험관광,액티비티,청년,휴식/치유,경관/포토,체험,레저/체험,포토스팟,수상레저,어트랙션",신양리 마을에 조성되어 있는 숭어 체험장,관광지,7202,,,,,,,,
CNTS_000000000018757,한라승마장,"승마,액티비티,친구,커플,가을,체험,레저/체험,어트랙션",전통이 깊은 승마장,관광지,7201,,,,,,,,
CNTS_200000000007378,신효베스트마을,"체험관광,아이,귤향과즐,마을산책,마을관광,어린이,어트랙션",귤향과즐 만들기 체험을 할 수 있는 곳,관광지,7192,,,,,,,,
CNTS_200000000007492,미요캔들,"친구,커플,체험관광,원데이클래스,소이캔들,디퓨저,향수,티라이트,체험,어트랙션","소이캔들, 디퓨저, 향수, 티라이트 등의 원데이클래스를 진행하며 이론교육과 함께 체험이 가능한 미요캔들",관광지,7187,,,,,,,,
